0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.0000 2964.0000 2321.0000 1885.0000 1481.0000 1136.0000 902.0000 839.0000 689.0000 639.0000 532.0000 488.0000 413.0000 348.0000 356.0000 2217.0000 1159.0000 669.0000 391.0000 259.0000 158.0000 133.0000 77.0000 49.0000 28.0000 28.0000 18.0000 18.0000 3.0000 12.0000 8.0000 8.0000 5.0000 19.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 127.0000 244.0000 176.0000 161.0000 131.0000 118.0000 116.0000 85.0000 72.0000 67.0000 70.0000 72.0000 63.0000 333.0000 176.0000 105.0000 68.0000 36.0000 17.0000 14.0000 8.0000 7.0000 5.0000 4.0000 1.0000 6.0000 1.0000 0.0000 0.0000 1.0000 0.0000 2.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 205.0000 392.0000 273.0000 225.0000 212.0000 170.0000 141.0000 132.0000 130.0000 108.0000 100.0000 65.0000 73.0000 466.0000 217.0000 117.0000 45.0000 32.0000 29.0000 15.0000 14.0000 6.0000 12.0000 7.0000 7.0000 3.0000 6.0000 6.0000 3.0000 2.0000 1.0000 4.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 265.0000 590.0000 468.0000 391.0000 305.0000 251.0000 192.0000 185.0000 143.0000 135.0000 122.0000 99.0000 105.0000 71.0000 79.0000 59.0000 419.0000 142.0000 53.0000 25.0000 15.0000 5.0000 1.0000 2.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 617.0000 1458.0000 1014.0000 752.0000 579.0000 444.0000 393.0000 361.0000 318.0000 225.0000 242.0000 199.0000 204.0000 165.0000 160.0000 143.0000 873.0000 351.0000 136.0000 96.0000 26.0000 12.0000 7.0000 2.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.0000 1.0000 2.0000 0.0000 0.0000 0.0000 1.0000 1.0000 0.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.0000 2.0000 0.0000 0.0000 0.0000 2.0000 4.0000 3.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.0000 5.0000 5.0000 4.0000 3.0000 2.0000 1.0000 5.0000 0.0000 1.0000 4.0000 2.0000 1.0000 3.0000 1.0000 0.0000 0.0000 0.0000 0.0000 6.0000 3.0000 2.0000 2.0000 2.0000 1.0000 2.0000 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
